change_type,original_text,revised_text,issue_tags,reviewer_summary,label,assessment_label_id,issue_multihot,model_input
modified,The Income Generating Office posts the Public Bidding Notice to different conspicuous places inside the University for a period of seven calendar days. The Bidder fills up and submits the Bidders Information Sheet. The Income Generating Office gives the Canvas Bid Form. The Bidder fills up the Canvas Bid Form and tenders the bid. The Board of Management/IGO Director opens the Bid at the scheduled opening date and time. The Income Generating Office posts the winners in three conspicuous places in the University premises.,The bidder submits the required forms and the bid is opened.,insufficient_detail,Manual-derived synthetic example targeting insufficient_detail.,1,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[CHANGE TYPE]
modified

[ORIGINAL TEXT]
The Income Generating Office posts the Public Bidding Notice to different conspicuous places inside the University for a period of seven calendar days. The Bidder fills up and submits the Bidders Information Sheet. The Income Generating Office gives the Canvas Bid Form. The Bidder fills up the Canvas Bid Form and tenders the bid. The Board of Management/IGO Director opens the Bid at the scheduled opening date and time. The Income Generating Office posts the winners in three conspicuous places in the University premises.

[REVISED TEXT]
The bidder submits the required forms and the bid is opened."
modified,"The Faculty/Personnel prepares a Project Proposal. The IGO Director receives the Project Proposal and submits it to the Board of Management for deliberation. The Board of Management deliberates the submitted proposal according to the financial status and capability to generate income, then submits it to the University President for approval and recommendation. The University President approves the proposal, then submits it to the LNU Board of Regents for approval. The LNU Board of Regents approves or disapproves the Proposal.",The project proposal is reviewed and approved before implementation.,insufficient_detail,Manual-derived synthetic example targeting insufficient_detail.,1,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[CHANGE TYPE]
modified

[ORIGINAL TEXT]
The Faculty/Personnel prepares a Project Proposal. The IGO Director receives the Project Proposal and submits it to the Board of Management for deliberation. The Board of Management deliberates the submitted proposal according to the financial status and capability to generate income, then submits it to the University President for approval and recommendation. The University President approves the proposal, then submits it to the LNU Board of Regents for approval. The LNU Board of Regents approves or disapproves the Proposal.

[REVISED TEXT]
The project proposal is reviewed and approved before implementation."
modified,"The University President oversees the System operation. The PRAISE Committee establishes internal procedures and strategies for rewards and recognition. The Search Committee/Director, HRM searches, screens and collects a list from each office for deserving employees who qualify for nomination. The Performance Management Team identifies potential PRAISE award nominees for various award categories. The PRAISE Committee determines top performers of the university who qualify for awards and incentives. The University President rewards the deserving employee.","The award process is carried out, nominees are identified, and the deserving employee is rewarded.",missing_responsibility,Manual-derived synthetic example targeting missing_responsibility.,1,1,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[CHANGE TYPE]
modified

[ORIGINAL TEXT]
The University President oversees the System operation. The PRAISE Committee establishes internal procedures and strategies for rewards and recognition. The Search Committee/Director, HRM searches, screens and collects a list from each office for deserving employees who qualify for nomination. The Performance Management Team identifies potential PRAISE award nominees for various award categories. The PRAISE Committee determines top performers of the university who qualify for awards and incentives. The University President rewards the deserving employee.

[REVISED TEXT]
The award process is carried out, nominees are identified, and the deserving employee is rewarded."
modified,"The appointing authority may promote an employee who is next in rank but who possesses superior qualifications and competence compared to a next in rank employee who merely meets the minimum requirements for the position. Factors for promotion for Non-Teaching Staff include Educational Qualifications, Competence, Personality Traits and Potential, Relevant Experience, Relevant Trainings and Special Skills.",An employee who is next in rank may be promoted when superior qualifications are considered.,missing_responsibility,Manual-derived synthetic example targeting missing_responsibility.,1,1,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[CHANGE TYPE]
modified

[ORIGINAL TEXT]
The appointing authority may promote an employee who is next in rank but who possesses superior qualifications and competence compared to a next in rank employee who merely meets the minimum requirements for the position. Factors for promotion for Non-Teaching Staff include Educational Qualifications, Competence, Personality Traits and Potential, Relevant Experience, Relevant Trainings and Special Skills.

[REVISED TEXT]
An employee who is next in rank may be promoted when superior qualifications are considered."
modified,"A portion of the total faculty and staff shall be sent for a scholarship/fellowship every school year except in very rare cases wherein the total number faculty and staff scholars may exceed from what is allowed within a year. In such cases, the University President shall exercise discretion to allow other applicant to go on study leave provided the applicant submit certifications that the degrees to be pursued are direly needed by the university to be issued by the Unit Chair.","A portion of faculty and staff may be sent for scholarship, subject to the stated exception.",missing_responsibility,Manual-derived synthetic example targeting missing_responsibility.,1,1,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[CHANGE TYPE]
modified

[ORIGINAL TEXT]
A portion of the total faculty and staff shall be sent for a scholarship/fellowship every school year except in very rare cases wherein the total number faculty and staff scholars may exceed from what is allowed within a year. In such cases, the University President shall exercise discretion to allow other applicant to go on study leave provided the applicant submit certifications that the degrees to be pursued are direly needed by the university to be issued by the Unit Chair.

[REVISED TEXT]
A portion of faculty and staff may be sent for scholarship, subject to the stated exception."
modified,"The Planning Officer reviews the OPCR and schedules a meeting of PMT to deliberate it. The PMT reviews the OPCR submitted by units to make sure it is aligned with the university strategic plan and towards attainment of the Major Final Outputs of the university, then recommends approval by the President. The University President finally reviews and approves the OPCR. The College Dean/Directors distributes and assigns tasks needed to attain OPCR targets. The Employee agrees on the task assigned and prepares the IPCR.","The OPCR is reviewed, approved, and tasks are assigned.",missing_responsibility,Manual-derived synthetic example targeting missing_responsibility.,1,1,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[CHANGE TYPE]
modified

[ORIGINAL TEXT]
The Planning Officer reviews the OPCR and schedules a meeting of PMT to deliberate it. The PMT reviews the OPCR submitted by units to make sure it is aligned with the university strategic plan and towards attainment of the Major Final Outputs of the university, then recommends approval by the President. The University President finally reviews and approves the OPCR. The College Dean/Directors distributes and assigns tasks needed to attain OPCR targets. The Employee agrees on the task assigned and prepares the IPCR.

[REVISED TEXT]
The OPCR is reviewed, approved, and tasks are assigned."
modified,The Income Generating Office posts the Public Bidding Notice to different conspicuous places inside the University for a period of seven calendar days. The Bidder fills up and submits the Bidders Information Sheet. The Income Generating Office gives the Canvas Bid Form. The Bidder fills up the Canvas Bid Form and tenders the bid. The Board of Management/IGO Director opens the Bid at the scheduled opening date and time. The Income Generating Office posts the winners in three conspicuous places in the University premises.,"The notice is posted, the forms are submitted, the bid is opened, and the winner is posted.",missing_responsibility,Manual-derived synthetic example targeting missing_responsibility.,1,1,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[CHANGE TYPE]
modified

[ORIGINAL TEXT]
The Income Generating Office posts the Public Bidding Notice to different conspicuous places inside the University for a period of seven calendar days. The Bidder fills up and submits the Bidders Information Sheet. The Income Generating Office gives the Canvas Bid Form. The Bidder fills up the Canvas Bid Form and tenders the bid. The Board of Management/IGO Director opens the Bid at the scheduled opening date and time. The Income Generating Office posts the winners in three conspicuous places in the University premises.

[REVISED TEXT]
The notice is posted, the forms are submitted, the bid is opened, and the winner is posted."
modified,"The Faculty/Personnel prepares a Project Proposal. The IGO Director receives the Project Proposal and submits it to the Board of Management for deliberation. The Board of Management deliberates the submitted proposal according to the financial status and capability to generate income, then submits it to the University President for approval and recommendation. The University President approves the proposal, then submits it to the LNU Board of Regents for approval. The LNU Board of Regents approves or disapproves the Proposal.","The proposal is prepared, deliberated, approved, and finally acted upon.",missing_responsibility,Manual-derived synthetic example targeting missing_responsibility.,1,1,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[CHANGE TYPE]
modified

[ORIGINAL TEXT]
The Faculty/Personnel prepares a Project Proposal. The IGO Director receives the Project Proposal and submits it to the Board of Management for deliberation. The Board of Management deliberates the submitted proposal according to the financial status and capability to generate income, then submits it to the University President for approval and recommendation. The University President approves the proposal, then submits it to the LNU Board of Regents for approval. The LNU Board of Regents approves or disapproves the Proposal.

[REVISED TEXT]
The proposal is prepared, deliberated, approved, and finally acted upon."
modified,"The University President oversees the System operation. The PRAISE Committee establishes internal procedures and strategies for rewards and recognition. The Search Committee/Director, HRM searches, screens and collects a list from each office for deserving employees who qualify for nomination. The Performance Management Team identifies potential PRAISE award nominees for various award categories. The PRAISE Committee determines top performers of the university who qualify for awards and incentives. The University President rewards the deserving employee.",The PRAISE Committee determines top performers and the deserving employee receives the reward.,missing_approval_step,Manual-derived synthetic example targeting missing_approval_step.,1,1,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[CHANGE TYPE]
modified

[ORIGINAL TEXT]
The University President oversees the System operation. The PRAISE Committee establishes internal procedures and strategies for rewards and recognition. The Search Committee/Director, HRM searches, screens and collects a list from each office for deserving employees who qualify for nomination. The Performance Management Team identifies potential PRAISE award nominees for various award categories. The PRAISE Committee determines top performers of the university who qualify for awards and incentives. The University President rewards the deserving employee.

[REVISED TEXT]
The PRAISE Committee determines top performers and the deserving employee receives the reward."
modified,"The appointing authority may promote an employee who is next in rank but who possesses superior qualifications and competence compared to a next in rank employee who merely meets the minimum requirements for the position. Factors for promotion for Non-Teaching Staff include Educational Qualifications, Competence, Personality Traits and Potential, Relevant Experience, Relevant Trainings and Special Skills.",The appointing authority may promote an employee who is next in rank and possesses superior qualifications.,missing_approval_step,Manual-derived synthetic example targeting missing_approval_step.,1,1,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[CHANGE TYPE]
modified

[ORIGINAL TEXT]
The appointing authority may promote an employee who is next in rank but who possesses superior qualifications and competence compared to a next in rank employee who merely meets the minimum requirements for the position. Factors for promotion for Non-Teaching Staff include Educational Qualifications, Competence, Personality Traits and Potential, Relevant Experience, Relevant Trainings and Special Skills.

[REVISED TEXT]
The appointing authority may promote an employee who is next in rank and possesses superior qualifications."
modified,"A portion of the total faculty and staff shall be sent for a scholarship/fellowship every school year except in very rare cases wherein the total number faculty and staff scholars may exceed from what is allowed within a year. In such cases, the University President shall exercise discretion to allow other applicant to go on study leave provided the applicant submit certifications that the degrees to be pursued are direly needed by the university to be issued by the Unit Chair.",The applicant may go on study leave when the exception conditions are met.,missing_approval_step,Manual-derived synthetic example targeting missing_approval_step.,1,1,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[CHANGE TYPE]
modified

[ORIGINAL TEXT]
A portion of the total faculty and staff shall be sent for a scholarship/fellowship every school year except in very rare cases wherein the total number faculty and staff scholars may exceed from what is allowed within a year. In such cases, the University President shall exercise discretion to allow other applicant to go on study leave provided the applicant submit certifications that the degrees to be pursued are direly needed by the university to be issued by the Unit Chair.

[REVISED TEXT]
The applicant may go on study leave when the exception conditions are met."
modified,"The Planning Officer reviews the OPCR and schedules a meeting of PMT to deliberate it. The PMT reviews the OPCR submitted by units to make sure it is aligned with the university strategic plan and towards attainment of the Major Final Outputs of the university, then recommends approval by the President. The University President finally reviews and approves the OPCR. The College Dean/Directors distributes and assigns tasks needed to attain OPCR targets. The Employee agrees on the task assigned and prepares the IPCR.",The PMT reviews the OPCR and tasks are assigned to employees.,missing_approval_step,Manual-derived synthetic example targeting missing_approval_step.,1,1,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[CHANGE TYPE]
modified

[ORIGINAL TEXT]
The Planning Officer reviews the OPCR and schedules a meeting of PMT to deliberate it. The PMT reviews the OPCR submitted by units to make sure it is aligned with the university strategic plan and towards attainment of the Major Final Outputs of the university, then recommends approval by the President. The University President finally reviews and approves the OPCR. The College Dean/Directors distributes and assigns tasks needed to attain OPCR targets. The Employee agrees on the task assigned and prepares the IPCR.

[REVISED TEXT]
The PMT reviews the OPCR and tasks are assigned to employees."
modified,The Income Generating Office posts the Public Bidding Notice to different conspicuous places inside the University for a period of seven calendar days. The Bidder fills up and submits the Bidders Information Sheet. The Income Generating Office gives the Canvas Bid Form. The Bidder fills up the Canvas Bid Form and tenders the bid. The Board of Management/IGO Director opens the Bid at the scheduled opening date and time. The Income Generating Office posts the winners in three conspicuous places in the University premises.,"The bidding notice is posted, bids are submitted, the bid is opened, and the winner is posted.",missing_approval_step,Manual-derived synthetic example targeting missing_approval_step.,1,1,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[CHANGE TYPE]
modified

[ORIGINAL TEXT]
The Income Generating Office posts the Public Bidding Notice to different conspicuous places inside the University for a period of seven calendar days. The Bidder fills up and submits the Bidders Information Sheet. The Income Generating Office gives the Canvas Bid Form. The Bidder fills up the Canvas Bid Form and tenders the bid. The Board of Management/IGO Director opens the Bid at the scheduled opening date and time. The Income Generating Office posts the winners in three conspicuous places in the University premises.

[REVISED TEXT]
The bidding notice is posted, bids are submitted, the bid is opened, and the winner is posted."
modified,"The Faculty/Personnel prepares a Project Proposal. The IGO Director receives the Project Proposal and submits it to the Board of Management for deliberation. The Board of Management deliberates the submitted proposal according to the financial status and capability to generate income, then submits it to the University President for approval and recommendation. The University President approves the proposal, then submits it to the LNU Board of Regents for approval. The LNU Board of Regents approves or disapproves the Proposal.",The Board of Management deliberates the proposal and it proceeds to implementation.,missing_approval_step,Manual-derived synthetic example targeting missing_approval_step.,1,1,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[CHANGE TYPE]
modified

[ORIGINAL TEXT]
The Faculty/Personnel prepares a Project Proposal. The IGO Director receives the Project Proposal and submits it to the Board of Management for deliberation. The Board of Management deliberates the submitted proposal according to the financial status and capability to generate income, then submits it to the University President for approval and recommendation. The University President approves the proposal, then submits it to the LNU Board of Regents for approval. The LNU Board of Regents approves or disapproves the Proposal.

[REVISED TEXT]
The Board of Management deliberates the proposal and it proceeds to implementation."
modified,"The University President oversees the System operation. The PRAISE Committee establishes internal procedures and strategies for rewards and recognition. The Search Committee/Director, HRM searches, screens and collects a list from each office for deserving employees who qualify for nomination. The Performance Management Team identifies potential PRAISE award nominees for various award categories. The PRAISE Committee determines top performers of the university who qualify for awards and incentives. The University President rewards the deserving employee.","The PRAISE Committee identifies nominees and determines top performers, then the employee is rewarded.",missing_traceability,Manual-derived synthetic example targeting missing_traceability.,1,1,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[CHANGE TYPE]
modified

[ORIGINAL TEXT]
The University President oversees the System operation. The PRAISE Committee establishes internal procedures and strategies for rewards and recognition. The Search Committee/Director, HRM searches, screens and collects a list from each office for deserving employees who qualify for nomination. The Performance Management Team identifies potential PRAISE award nominees for various award categories. The PRAISE Committee determines top performers of the university who qualify for awards and incentives. The University President rewards the deserving employee.

[REVISED TEXT]
The PRAISE Committee identifies nominees and determines top performers, then the employee is rewarded."
modified,"The appointing authority may promote an employee who is next in rank but who possesses superior qualifications and competence compared to a next in rank employee who merely meets the minimum requirements for the position. Factors for promotion for Non-Teaching Staff include Educational Qualifications, Competence, Personality Traits and Potential, Relevant Experience, Relevant Trainings and Special Skills.","Promotion is based on qualifications, competence, personality, experience, training, and skills.",missing_traceability,Manual-derived synthetic example targeting missing_traceability.,1,1,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[CHANGE TYPE]
modified

[ORIGINAL TEXT]
The appointing authority may promote an employee who is next in rank but who possesses superior qualifications and competence compared to a next in rank employee who merely meets the minimum requirements for the position. Factors for promotion for Non-Teaching Staff include Educational Qualifications, Competence, Personality Traits and Potential, Relevant Experience, Relevant Trainings and Special Skills.

[REVISED TEXT]
Promotion is based on qualifications, competence, personality, experience, training, and skills."
modified,"A portion of the total faculty and staff shall be sent for a scholarship/fellowship every school year except in very rare cases wherein the total number faculty and staff scholars may exceed from what is allowed within a year. In such cases, the University President shall exercise discretion to allow other applicant to go on study leave provided the applicant submit certifications that the degrees to be pursued are direly needed by the university to be issued by the Unit Chair.",Scholarship exceptions may be allowed when the degree is needed by the university.,missing_traceability,Manual-derived synthetic example targeting missing_traceability.,1,1,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[CHANGE TYPE]
modified

[ORIGINAL TEXT]
A portion of the total faculty and staff shall be sent for a scholarship/fellowship every school year except in very rare cases wherein the total number faculty and staff scholars may exceed from what is allowed within a year. In such cases, the University President shall exercise discretion to allow other applicant to go on study leave provided the applicant submit certifications that the degrees to be pursued are direly needed by the university to be issued by the Unit Chair.

[REVISED TEXT]
Scholarship exceptions may be allowed when the degree is needed by the university."
modified,"The Planning Officer reviews the OPCR and schedules a meeting of PMT to deliberate it. The PMT reviews the OPCR submitted by units to make sure it is aligned with the university strategic plan and towards attainment of the Major Final Outputs of the university, then recommends approval by the President. The University President finally reviews and approves the OPCR. The College Dean/Directors distributes and assigns tasks needed to attain OPCR targets. The Employee agrees on the task assigned and prepares the IPCR.","The OPCR is reviewed and approved, then tasks are assigned and an IPCR is prepared.",missing_traceability,Manual-derived synthetic example targeting missing_traceability.,1,1,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[CHANGE TYPE]
modified

[ORIGINAL TEXT]
The Planning Officer reviews the OPCR and schedules a meeting of PMT to deliberate it. The PMT reviews the OPCR submitted by units to make sure it is aligned with the university strategic plan and towards attainment of the Major Final Outputs of the university, then recommends approval by the President. The University President finally reviews and approves the OPCR. The College Dean/Directors distributes and assigns tasks needed to attain OPCR targets. The Employee agrees on the task assigned and prepares the IPCR.

[REVISED TEXT]
The OPCR is reviewed and approved, then tasks are assigned and an IPCR is prepared."
